timestamp,symbol,price,size,notional,exchange_or_ats,trade_condition,relative_volume,price_level_cumulative_volume,dp_pct,window,accumulation_distribution_slope,cost_zone_position,large_distribution,floor_support,source
2026-08-17T04:00:00-04:00,MU,1002.12,36983,36988023.97,,,,755,,1m,,,,,QuantData dark-flow; session price levels from dark-pool-levels
2026-08-17T04:01:00-04:00,MU,1003.85,47842,47829217.54,,,,318,,1m,,,,,QuantData dark-flow; session price levels from dark-pool-levels
2026-08-17T04:02:00-04:00,MU,1004.38,1243,1247879.04,,,,455,,1m,,,,,QuantData dark-flow; session price levels from dark-pool-levels
2026-08-17T04:03:00-04:00,MU,1006.89,2394,2408901.61,,,,1366,,1m,,,,,QuantData dark-flow; session price levels from dark-pool-levels
2026-08-17T04:04:00-04:00,MU,1006.17,1083,1090209.04,,,,1556,,1m,,,,,QuantData dark-flow; session price levels from dark-pool-levels
2026-08-17T04:05:00-04:00,MU,1005.5,587,590283.95,,,,3756,,1m,,,,,QuantData dark-flow; session price levels from dark-pool-levels
2026-08-17T04:06:00-04:00,MU,1002.89,2711,2712841.17,,,,6548,,1m,,,,,QuantData dark-flow; session price levels from dark-pool-levels
2026-08-17T04:07:00-04:00,MU,1004.6,362,363649.4,,,,867,,1m,,,,,QuantData dark-flow; session price levels from dark-pool-levels
2026-08-17T04:08:00-04:00,MU,1007.0,944,949941.55,,,,7358,,1m,,,,,QuantData dark-flow; session price levels from dark-pool-levels
2026-08-17T04:09:00-04:00,MU,1008.26,1603,1614801.11,,,,3325,,1m,,,,,QuantData dark-flow; session price levels from dark-pool-levels
2026-08-17T04:10:00-04:00,MU,1009.64,1664,1678209.61,,,,1810,,1m,,,,,QuantData dark-flow; session price levels from dark-pool-levels
2026-08-17T04:11:00-04:00,MU,1007.61,1149,1159330.94,,,,834,,1m,,,,,QuantData dark-flow; session price levels from dark-pool-levels
2026-08-17T04:12:00-04:00,MU,1007.4,329,331179.07,,,,683,,1m,,,,,QuantData dark-flow; session price levels from dark-pool-levels
2026-08-17T04:13:00-04:00,MU,1006.0,915,920847.36,,,,7034,,1m,,,,,QuantData dark-flow; session price levels from dark-pool-levels
2026-08-17T04:14:00-04:00,MU,1005.89,495,498132.37,,,,744,,1m,,,,,QuantData dark-flow; session price levels from dark-pool-levels
2026-08-17T04:15:00-04:00,MU,1005.9,1067,1073295.37,,,,553,,1m,,,,,QuantData dark-flow; session price levels from dark-pool-levels
2026-08-17T04:16:00-04:00,MU,1006.44,396,398401.01,,,,565,,1m,,,,,QuantData dark-flow; session price levels from dark-pool-levels
2026-08-17T04:17:00-04:00,MU,1005.08,266,267641.75,,,,640,,1m,,,,,QuantData dark-flow; session price levels from dark-pool-levels
2026-08-17T04:18:00-04:00,MU,1006.0,888,893214.29,,,,7034,,1m,,,,,QuantData dark-flow; session price levels from dark-pool-levels
2026-08-17T04:19:00-04:00,MU,1005.77,314,315956.0,,,,891,,1m,,,,,QuantData dark-flow; session price levels from dark-pool-levels
2026-08-17T04:20:00-04:00,MU,1005.5,433,435211.45,,,,3756,,1m,,,,,QuantData dark-flow; session price levels from dark-pool-levels
2026-08-17T04:21:00-04:00,MU,1005.5,369,371147.61,,,,3756,,1m,,,,,QuantData dark-flow; session price levels from dark-pool-levels
2026-08-17T04:22:00-04:00,MU,1006.02,75,75474.78,,,,2137,,1m,,,,,QuantData dark-flow; session price levels from dark-pool-levels
2026-08-17T04:23:00-04:00,MU,1005.81,200,201227.75,,,,253,,1m,,,,,QuantData dark-flow; session price levels from dark-pool-levels
2026-08-17T04:24:00-04:00,MU,1006.47,175,176005.44,,,,726,,1m,,,,,QuantData dark-flow; session price levels from dark-pool-levels
