timestamp,symbol,session,open,high,low,close,bid,ask,bid_size,ask_size,volume,vwap,trade_count,previous_close,day_open,overnight_high,overnight_low,day_high,day_low,is_new_high,is_new_low,vwap_position,higher_high,lower_low,atr,realized_vol,price_velocity,price_acceleration,distance_call_wall,distance_put_wall,distance_gamma_flip,source
2026-08-18T09:30:00-04:00,WDC,regular,496.07,516.78,496.07,516.78,,,,,,,,536.01,496.07,,,516.78,496.07,true,true,,,,39.94,,-19.23,,,,,QuantData stock-price-over-time
2026-08-18T09:31:00-04:00,WDC,regular,515.42,519.57,514.45,517.26,,,,,,,,536.01,496.07,,,519.57,496.07,true,false,,true,false,22.53,,0.48,19.71,,,,QuantData stock-price-over-time
2026-08-18T09:32:00-04:00,WDC,regular,517.26,519.22,515.48,516.76,,,,,,,,536.01,496.07,,,519.57,496.07,false,false,,false,false,16.266667,0.0,-0.5,-0.98,,,,QuantData stock-price-over-time
2026-08-18T09:33:00-04:00,WDC,regular,516.76,516.76,511.53,512.32,,,,,,,,536.01,496.07,,,519.57,496.07,false,false,,false,true,13.5075,0.0,-4.44,-3.94,,,,QuantData stock-price-over-time
2026-08-18T09:34:00-04:00,WDC,regular,512.32,512.32,507.0,508.5,,,,,,,,536.01,496.07,,,519.57,496.07,false,false,,false,true,11.87,0.0,-3.82,0.62,,,,QuantData stock-price-over-time
2026-08-18T09:35:00-04:00,WDC,regular,509.06,510.81,507.94,507.94,,,,,,,,536.01,496.07,,,519.57,496.07,false,false,,false,false,10.37,0.0,-0.56,3.26,,,,QuantData stock-price-over-time
2026-08-18T09:36:00-04:00,WDC,regular,507.94,508.0,504.35,504.35,,,,,,,,536.01,496.07,,,519.57,496.07,false,false,,false,true,9.41,0.0,-3.59,-3.03,,,,QuantData stock-price-over-time
2026-08-18T09:37:00-04:00,WDC,regular,504.35,506.54,503.73,505.65,,,,,,,,536.01,496.07,,,519.57,496.07,false,false,,false,true,8.585,0.0,1.3,4.89,,,,QuantData stock-price-over-time
2026-08-18T09:38:00-04:00,WDC,regular,505.65,508.8,505.65,508.68,,,,,,,,536.01,496.07,,,519.57,496.07,false,false,,true,false,7.981111,0.0,3.03,1.73,,,,QuantData stock-price-over-time
2026-08-18T09:39:00-04:00,WDC,regular,508.41,508.49,506.35,508.0,,,,,,,,536.01,496.07,,,519.57,496.07,false,false,,false,false,7.416,0.0,-0.68,-3.71,,,,QuantData stock-price-over-time
2026-08-18T09:40:00-04:00,WDC,regular,507.9,511.61,507.9,511.61,,,,,,,,536.01,496.07,,,519.57,496.07,false,false,,true,false,7.079091,0.0,3.61,4.29,,,,QuantData stock-price-over-time
2026-08-18T09:41:00-04:00,WDC,regular,511.35,511.78,509.6,510.02,,,,,,,,536.01,496.07,,,519.57,496.07,false,false,,true,false,6.670833,0.0,-1.59,-5.2,,,,QuantData stock-price-over-time
