timestamp,option_symbol,underlying,expiration,dte,strike,call_put,trade_price,bid,ask,trade_size,premium,volume,open_interest,underlying_price,iv,delta,exchange,trade_condition,sweep,block,multi_leg,aggressor_side,opening_closing_inference,moneyness,source
2026-08-17T13:55:57.524000-04:00,,SNDK,2026-09-04,18.127800925925925,1800.0,put,142.95,138.6,143.0,99,1415205.0,133,34,1796.14,89.88380432128906,-0.4594226579955966,NQEX,AUTO,false,true,false,ask,opening,IN_THE_MONEY,QuantData order-flow/consolidated (latest page only)
2026-08-17T13:57:27.453000-04:00,,SNDK,2026-08-21,4.12675925925926,1600.0,put,12.2,12.0,12.2,143,174460.0,5427,3597,1793.75,98.37150573730469,-0.12486575720604648,MULTIPLE,AUTO,true,false,false,ask,unknown,OUT_OF_THE_MONEY,QuantData order-flow/consolidated (latest page only)
2026-08-17T13:57:29.151000-04:00,,SNDK,2026-08-21,4.126736111111112,1600.0,put,12.31,12.3,12.4,113,139170.0,5578,3597,1794.01,98.75297546386719,-0.12541367690104926,MULTIPLE,AUTO,true,false,false,bid,unknown,OUT_OF_THE_MONEY,QuantData order-flow/consolidated (latest page only)
2026-08-17T13:57:38.226000-04:00,,SNDK,2028-09-15,760.1266319444445,3400.0,call,619.19,606.6,624.0,10,619190.0,10,29,1793.79,89.59770202636719,0.5916963455195263,PHIL,MULTI_AUTO_COB,false,true,true,ask,unknown,OUT_OF_THE_MONEY,QuantData order-flow/consolidated (latest page only)
2026-08-17T13:57:38.226000-04:00,,SNDK,2027-09-17,396.1266319444444,2140.0,call,580.45,575.7,585.3,10,580450.0,12,317,1793.79,90.36064147949219,0.6332716222175003,PHIL,MULTI_AUTO_COB,false,true,true,bid,unknown,OUT_OF_THE_MONEY,QuantData order-flow/consolidated (latest page only)
2026-08-17T13:57:42.536000-04:00,,SNDK,2028-09-15,760.1265856481482,3390.0,call,620.53,608.6,626.0,19,1179007.0,23,40,1793.37,89.59770202636719,0.5925109366843999,PHIL,MULTI_AUTO_COB,false,true,true,ask,unknown,OUT_OF_THE_MONEY,QuantData order-flow/consolidated (latest page only)
2026-08-17T13:57:42.536000-04:00,,SNDK,2027-09-17,396.12658564814814,2140.0,call,580.42,575.7,585.2,19,1102798.0,31,317,1793.37,90.36064147949219,0.633177902995846,PHIL,MULTI_AUTO_COB,false,true,true,bid,unknown,OUT_OF_THE_MONEY,QuantData order-flow/consolidated (latest page only)
2026-08-17T13:57:54.656000-04:00,,SNDK,2028-09-15,760.1264467592592,3390.0,call,621.51,608.6,626.0,11,683661.0,34,40,1792.99,89.78843688964844,0.5933214112638925,PHIL,MULTI_AUTO_COB,false,true,true,ask,unknown,OUT_OF_THE_MONEY,QuantData order-flow/consolidated (latest page only)
2026-08-17T13:57:54.656000-04:00,,SNDK,2027-09-17,396.1264467592593,2140.0,call,580.28,575.8,585.2,11,638308.0,42,317,1792.99,90.36064147949219,0.6330930506348549,PHIL,MULTI_AUTO_COB,false,true,true,bid,unknown,OUT_OF_THE_MONEY,QuantData order-flow/consolidated (latest page only)
2026-08-17T13:58:12.260000-04:00,,SNDK,2028-09-15,760.1262384259261,3400.0,call,619.57,606.5,624.0,10,619570.0,20,29,1793.06,89.69306945800781,0.5924503822385654,PHIL,MULTI_AUTO_COB,false,true,true,ask,unknown,OUT_OF_THE_MONEY,QuantData order-flow/consolidated (latest page only)
