timestamp,option_symbol,underlying,expiration,dte,strike,call_put,trade_price,bid,ask,trade_size,premium,volume,open_interest,underlying_price,iv,delta,exchange,trade_condition,sweep,block,multi_leg,aggressor_side,opening_closing_inference,moneyness,source
2026-08-17T09:30:02.321000-04:00,,WDC,2026-08-21,4.312465277777778,525.0,put,19.3,18.85,23.65,100,193000.0,100,100,523.33,81.96830749511719,-0.4938657571606307,ISEX,AUTO,false,true,false,bid,unknown,AT_THE_MONEY,QuantData order-flow/consolidated (latest page only)
2026-08-17T09:34:59.374000-04:00,,WDC,2026-12-18,123.35069444444444,600.0,call,72.95,70.0,76.0,40,291800.0,41,810,526.15,79.39338684082031,0.4932175423319313,AMEX,MULTI_AUTO_COB,false,false,true,bid,unknown,OUT_OF_THE_MONEY,QuantData order-flow/consolidated (latest page only)
2026-08-17T09:34:59.374000-04:00,,WDC,2026-12-18,123.35069444444444,500.0,call,111.2,106.8,115.5,40,444800.0,44,403,526.15,79.48875427246094,0.6472315779933053,AMEX,MULTI_AUTO_COB,false,false,true,ask,unknown,IN_THE_MONEY,QuantData order-flow/consolidated (latest page only)
2026-08-17T09:35:47.252000-04:00,,WDC,2026-12-18,123.3501388888889,600.0,call,72.95,69.6,76.0,40,291800.0,81,810,530.8,77.48603820800781,0.4963621130702228,AMEX,MULTI_AUTO_COB,false,true,true,ask,unknown,OUT_OF_THE_MONEY,QuantData order-flow/consolidated (latest page only)
2026-08-17T09:35:47.252000-04:00,,WDC,2026-12-18,123.3501388888889,500.0,call,111.2,106.8,115.5,40,444800.0,84,403,530.8,76.81846618652344,0.6535519770849219,AMEX,MULTI_AUTO_COB,false,true,true,ask,unknown,IN_THE_MONEY,QuantData order-flow/consolidated (latest page only)
2026-08-17T09:35:47.357000-04:00,,WDC,2026-12-18,123.3501388888889,500.0,call,111.38,107.85,115.5,120,1336636.0,204,403,530.8,77.00920104980469,0.6535993881128097,MIAX,MULTI_AUCT_COB,false,false,true,bid,unknown,IN_THE_MONEY,QuantData order-flow/consolidated (latest page only)
2026-08-17T09:35:47.357000-04:00,,WDC,2026-12-18,123.3501388888889,600.0,call,73.08,69.6,76.0,120,877030.0,201,810,530.8,77.58140563964844,0.4963621130702228,MIAX,MULTI_AUCT_COB,false,false,true,ask,unknown,OUT_OF_THE_MONEY,QuantData order-flow/consolidated (latest page only)
2026-08-17T09:42:44.648000-04:00,,WDC,2026-10-16,60.30364583333333,530.0,put,62.0,59.8,65.5,55,341000.0,55,92,533.34,76.91383361816406,-0.41960629999999205,MULTIPLE,AUTO,true,false,false,bid,unknown,AT_THE_MONEY,QuantData order-flow/consolidated (latest page only)
2026-08-17T09:43:00.397000-04:00,,WDC,2027-01-15,151.34512731481482,820.0,put,315.1,315.1,320.4,10,315100.0,10,54,533.75,84.54322814941406,-0.6836788374979177,PACF,AUTO,false,true,false,bid,unknown,IN_THE_MONEY,QuantData order-flow/consolidated (latest page only)
2026-08-17T09:44:36.185000-04:00,,WDC,2026-08-21,4.3023495370370375,460.0,put,1.99,1.99,2.12,101,20099.0,211,1417,533.64,98.75297546386719,-0.0742615925623592,BATS,AUTO,false,false,false,bid,unknown,OUT_OF_THE_MONEY,QuantData order-flow/consolidated (latest page only)
