timestamp,option_symbol,underlying,expiration,dte,strike,call_put,trade_price,bid,ask,trade_size,premium,volume,open_interest,underlying_price,iv,delta,exchange,trade_condition,sweep,block,multi_leg,aggressor_side,opening_closing_inference,moneyness,source
2026-08-17T14:30:49.312000-04:00,,MSFT,2026-08-19,2.103587962962963,477.5,call,5.36,5.25,5.5,100,53600.0,309,17,479.47,29.134750366210938,0.583377534381662,PHIL,AUCT,false,true,false,bid,opening,IN_THE_MONEY,QuantData order-flow/consolidated (latest page only)
2026-08-17T14:31:53.309000-04:00,,MSFT,2026-12-18,123.14451388888888,370.0,call,116.49,115.65,117.7,200,2329800.0,203,1951,479.33,26.655197143554688,0.9686835330761994,PHIL,MULTI_AUCT_COB,false,true,true,bid,unknown,IN_THE_MONEY,QuantData order-flow/consolidated (latest page only)
2026-08-17T14:31:53.309000-04:00,,MSFT,2026-12-18,123.14451388888888,440.0,call,59.73,59.1,60.35,200,1194600.0,320,2594,479.33,29.325485229492188,0.7541853180578431,PHIL,MULTI_AUCT_COB,false,true,true,ask,unknown,IN_THE_MONEY,QuantData order-flow/consolidated (latest page only)
2026-08-17T14:34:19.815000-04:00,,MSFT,2026-09-18,32.101157407407406,410.0,put,0.92,0.92,0.95,125,11500.0,209,6640,479.42,33.14018249511719,-0.04573140498507372,MULTIPLE,AUTO,true,false,false,bid,unknown,OUT_OF_THE_MONEY,QuantData order-flow/consolidated (latest page only)
2026-08-17T14:35:59.397000-04:00,,MSFT,2026-08-19,2.1,490.0,call,0.93,0.93,0.98,393,36549.0,3409,411,479.67,28.562545776367188,0.16827524661340737,MULTIPLE,AUTO,true,false,false,bid,unknown,OUT_OF_THE_MONEY,QuantData order-flow/consolidated (latest page only)
2026-08-17T14:37:31.188000-04:00,,MSFT,2028-12-15,851.1406018518518,500.0,call,104.87,104.05,105.7,20,209740.0,88,3877,479.63,30.946731567382812,0.6536159065933302,PHIL,MULTI_AUTO_COB,false,true,true,bid,unknown,OUT_OF_THE_MONEY,QuantData order-flow/consolidated (latest page only)
2026-08-17T14:38:24.724000-04:00,,MSFT,2026-08-17,0.09832175925925928,480.0,call,0.63,0.62,0.63,200,12600.0,16789,60,479.72,24.175643920898438,0.4435530743487148,PERL,AUTO,false,true,false,ask,opening,AT_THE_MONEY,QuantData order-flow/consolidated (latest page only)
2026-08-17T14:39:43.882000-04:00,,MSFT,2026-08-21,4.097407407407407,450.0,put,0.34,0.33,0.34,365,12410.0,3270,11138,479.4,35.90583801269531,-0.045022047099314455,MULTIPLE,AUTO,true,false,false,ask,unknown,OUT_OF_THE_MONEY,QuantData order-flow/consolidated (latest page only)
2026-08-17T14:43:07.257000-04:00,,MSFT,2026-09-18,32.095046296296296,450.0,put,4.78,4.65,4.85,315,150570.0,2446,7037,479.68,28.848648071289062,-0.20057784456525096,PACF,TIED_MULTI_FLR_COB,false,true,true,ask,unknown,OUT_OF_THE_MONEY,QuantData order-flow/consolidated (latest page only)
2026-08-17T14:43:07.287000-04:00,,MSFT,2026-09-18,32.095046296296296,430.0,put,2.09,2.04,2.1,225,47025.0,602,3181,479.68,30.660629272460938,-0.09710240660994518,PACF,TIED_MULTI_FLR_COB,false,true,true,ask,unknown,OUT_OF_THE_MONEY,QuantData order-flow/consolidated (latest page only)
