timestamp,option_symbol,underlying,expiration,dte,strike,call_put,trade_price,bid,ask,trade_size,premium,volume,open_interest,underlying_price,iv,delta,exchange,trade_condition,sweep,block,multi_leg,aggressor_side,opening_closing_inference,moneyness,source
2026-08-17T09:30:05.823000-04:00,,COHR,2026-08-21,4.312430555555555,200.0,call,131.57,127.0,136.8,25,328925.0,25,66,332.48,0.0476837158203125,1.0,CBOE,MULTI_AUCT_COB,false,true,true,bid,unknown,IN_THE_MONEY,QuantData order-flow/consolidated (latest page only)
2026-08-17T09:30:05.823000-04:00,,COHR,2026-08-21,4.312430555555555,220.0,call,111.61,107.7,116.8,25,279025.0,25,211,332.48,0.0476837158203125,1.0,CBOE,MULTI_AUCT_COB,false,true,true,bid,unknown,IN_THE_MONEY,QuantData order-flow/consolidated (latest page only)
2026-08-17T09:30:37.186000-04:00,,COHR,2026-08-21,4.312060185185185,295.0,put,1.9,1.8,2.75,200,38140.0,201,337,332.34,94.07997131347656,-0.1108796694671706,MULTIPLE,AUTO,true,false,false,bid,unknown,OUT_OF_THE_MONEY,QuantData order-flow/consolidated (latest page only)
2026-08-17T09:31:27.792000-04:00,,COHR,2026-08-21,4.311481481481482,380.0,call,2.2,2.0,2.95,100,22000.0,114,2554,334.45,98.56224060058594,0.12850690917291568,BATS,AUTO,false,true,false,bid,unknown,OUT_OF_THE_MONEY,QuantData order-flow/consolidated (latest page only)
2026-08-17T09:37:34.763000-04:00,,COHR,2026-09-18,32.307233796296295,240.0,put,2.8,2.4,2.8,202,56570.0,204,1320,337.28,84.73396301269531,-0.06775772787200146,MULTIPLE,AUTO,true,false,false,ask,unknown,OUT_OF_THE_MONEY,QuantData order-flow/consolidated (latest page only)
2026-08-17T09:39:52.187000-04:00,,COHR,2027-01-15,151.34730324074073,400.0,call,51.58,50.0,55.6,50,257900.0,50,1041,336.9,82.15904235839844,0.4915445552731378,BOST,AUCT,false,false,false,bid,unknown,OUT_OF_THE_MONEY,QuantData order-flow/consolidated (latest page only)
2026-08-17T09:39:55.132000-04:00,,COHR,2027-01-15,151.34726851851852,400.0,call,51.38,50.0,55.6,50,256900.0,100,1041,337.04,81.87294006347656,0.491348645439216,BOST,AUCT,false,false,false,bid,unknown,OUT_OF_THE_MONEY,QuantData order-flow/consolidated (latest page only)
2026-08-17T09:44:06.230000-04:00,,COHR,2026-08-21,4.302696759259259,400.0,call,1.4,1.25,1.4,300,42000.0,334,3332,341.02,102.28157043457031,0.08457099338221025,MULTIPLE,AUTO,true,false,false,ask,unknown,OUT_OF_THE_MONEY,QuantData order-flow/consolidated (latest page only)
2026-08-17T09:49:03.381000-04:00,,COHR,2027-03-19,214.2992592592593,300.0,call,108.0,103.3,108.0,50,540000.0,50,1132,341.76,84.63859558105469,0.7158115246144712,MULTIPLE,AUTO,true,false,false,ask,unknown,IN_THE_MONEY,QuantData order-flow/consolidated (latest page only)
2026-08-17T09:54:44.429000-04:00,,COHR,2027-03-19,214.2953125,300.0,call,110.0,105.1,110.0,37,407000.0,101,1132,345.67,83.68492126464844,0.721515130203694,MULTIPLE,AUTO,true,false,false,ask,unknown,IN_THE_MONEY,QuantData order-flow/consolidated (latest page only)
