timestamp,expiration,strike,call_put,gex,vanna_or_vex,charm,delta_exposure,gamma_gradient,vanna_gradient,charm_gradient,delta_change,net_gex,call_gex,put_gex,net_vanna,net_charm,net_delta_exposure,zero_gamma,gamma_flip,underlying_price,contract_multiplier,perspective,gex_unit,source
2026-08-17T14:40:00-04:00,2026-08-21,300.0,call,0.0,0.0,,14440000.0,,,,,1947788.0,10119670.0,-8171882.0,-294745.0,,889533282.0,,,356.08,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-17T14:40:00-04:00,2026-08-21,300.0,put,-190018.0,-110156.0,,-3585589.0,,,,,1947788.0,10119670.0,-8171882.0,-294745.0,,889533282.0,,,356.08,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-17T14:40:00-04:00,2026-08-21,302.5,call,0.0,0.0,,0.0,,,,,1947788.0,10119670.0,-8171882.0,-294745.0,,889533282.0,,,356.08,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-17T14:40:00-04:00,2026-08-21,302.5,put,-55269.0,-30795.0,,-1070746.0,,,,,1947788.0,10119670.0,-8171882.0,-294745.0,,889533282.0,,,356.08,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-17T14:40:00-04:00,2026-08-21,305.0,call,5774.0,-2775.0,,1286170.0,,,,,1947788.0,10119670.0,-8171882.0,-294745.0,,889533282.0,,,356.08,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-17T14:40:00-04:00,2026-08-21,305.0,put,-28230.0,-14951.0,,-550786.0,,,,,1947788.0,10119670.0,-8171882.0,-294745.0,,889533282.0,,,356.08,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-17T14:40:00-04:00,2026-08-21,307.5,call,0.0,0.0,,0.0,,,,,1947788.0,10119670.0,-8171882.0,-294745.0,,889533282.0,,,356.08,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-17T14:40:00-04:00,2026-08-21,307.5,put,-8845.0,-4533.0,,-174296.0,,,,,1947788.0,10119670.0,-8171882.0,-294745.0,,889533282.0,,,356.08,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-17T14:40:00-04:00,2026-08-21,310.0,call,7769.0,-4991.0,,2807753.0,,,,,1947788.0,10119670.0,-8171882.0,-294745.0,,889533282.0,,,356.08,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-17T14:40:00-04:00,2026-08-21,310.0,put,-218064.0,-105796.0,,-4376297.0,,,,,1947788.0,10119670.0,-8171882.0,-294745.0,,889533282.0,,,356.08,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-17T14:40:00-04:00,2026-08-21,312.5,call,0.0,0.0,,0.0,,,,,1947788.0,10119670.0,-8171882.0,-294745.0,,889533282.0,,,356.08,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-17T14:40:00-04:00,2026-08-21,312.5,put,-13569.0,-6249.0,,-281552.0,,,,,1947788.0,10119670.0,-8171882.0,-294745.0,,889533282.0,,,356.08,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-17T14:40:00-04:00,2026-08-21,315.0,call,0.0,0.0,,0.0,,,,,1947788.0,10119670.0,-8171882.0,-294745.0,,889533282.0,,,356.08,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-17T14:40:00-04:00,2026-08-21,315.0,put,-50311.0,-22424.0,,-1066243.0,,,,,1947788.0,10119670.0,-8171882.0,-294745.0,,889533282.0,,,356.08,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-17T14:40:00-04:00,2026-08-21,317.5,call,0.0,0.0,,0.0,,,,,1947788.0,10119670.0,-8171882.0,-294745.0,,889533282.0,,,356.08,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-17T14:40:00-04:00,2026-08-21,317.5,put,-45393.0,-18789.0,,-1002010.0,,,,,1947788.0,10119670.0,-8171882.0,-294745.0,,889533282.0,,,356.08,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-17T14:40:00-04:00,2026-08-21,320.0,call,381467.0,-151329.0,,59700058.0,,,,,1947788.0,10119670.0,-8171882.0,-294745.0,,889533282.0,,,356.08,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-17T14:40:00-04:00,2026-08-21,320.0,put,-370872.0,-141912.0,,-8328609.0,,,,,1947788.0,10119670.0,-8171882.0,-294745.0,,889533282.0,,,356.08,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-17T14:40:00-04:00,2026-08-21,322.5,call,11157.0,-1665.0,,852504.0,,,,,1947788.0,10119670.0,-8171882.0,-294745.0,,889533282.0,,,356.08,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-17T14:40:00-04:00,2026-08-21,322.5,put,-52059.0,-19360.0,,-1179912.0,,,,,1947788.0,10119670.0,-8171882.0,-294745.0,,889533282.0,,,356.08,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-17T14:40:00-04:00,2026-08-21,325.0,call,26920.0,-9073.0,,3581203.0,,,,,1947788.0,10119670.0,-8171882.0,-294745.0,,889533282.0,,,356.08,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-17T14:40:00-04:00,2026-08-21,325.0,put,-39511.0,-13153.0,,-932949.0,,,,,1947788.0,10119670.0,-8171882.0,-294745.0,,889533282.0,,,356.08,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
