timestamp,symbol,session,open,high,low,close,bid,ask,bid_size,ask_size,volume,vwap,trade_count,previous_close,day_open,overnight_high,overnight_low,day_high,day_low,is_new_high,is_new_low,vwap_position,higher_high,lower_low,atr,realized_vol,price_velocity,price_acceleration,distance_call_wall,distance_put_wall,distance_gamma_flip,source
2026-08-19T09:30:00-04:00,CBRS,regular,216.69,217.83,214.0,214.47,,,,,,,,219.97,216.69,,,217.83,214.0,true,true,,,,5.97,,-5.5,,,,,QuantData stock-price-over-time
2026-08-19T09:31:00-04:00,CBRS,regular,214.8,214.8,212.15,212.99,,,,,,,,219.97,216.69,,,217.83,212.15,false,true,,false,true,4.31,,-1.48,4.02,,,,QuantData stock-price-over-time
2026-08-19T09:32:00-04:00,CBRS,regular,212.99,215.31,212.99,215.31,,,,,,,,219.97,216.69,,,217.83,212.15,false,false,,true,false,3.646667,0.0,2.32,3.8,,,,QuantData stock-price-over-time
2026-08-19T09:33:00-04:00,CBRS,regular,215.34,215.65,214.18,214.84,,,,,,,,219.97,216.69,,,217.83,212.15,false,false,,true,false,3.1025,0.0,-0.47,-2.79,,,,QuantData stock-price-over-time
2026-08-19T09:34:00-04:00,CBRS,regular,214.84,214.94,214.14,214.82,,,,,,,,219.97,216.69,,,217.83,212.15,false,false,,false,true,2.642,0.0,-0.02,0.45,,,,QuantData stock-price-over-time
2026-08-19T09:35:00-04:00,CBRS,regular,214.82,214.95,213.91,214.24,,,,,,,,219.97,216.69,,,217.83,212.15,false,false,,true,true,2.375,0.0,-0.58,-0.56,,,,QuantData stock-price-over-time
2026-08-19T09:36:00-04:00,CBRS,regular,214.0,214.0,213.03,213.03,,,,,,,,219.97,216.69,,,217.83,212.15,false,false,,false,true,2.208571,0.0,-1.21,-0.63,,,,QuantData stock-price-over-time
2026-08-19T09:37:00-04:00,CBRS,regular,212.55,212.57,210.23,210.23,,,,,,,,219.97,216.69,,,217.83,210.23,false,true,,false,true,2.2825,0.0,-2.8,-1.59,,,,QuantData stock-price-over-time
2026-08-19T09:38:00-04:00,CBRS,regular,210.3,210.3,208.75,208.75,,,,,,,,219.97,216.69,,,217.83,208.75,false,true,,false,true,2.201111,0.0,-1.48,1.32,,,,QuantData stock-price-over-time
2026-08-19T09:39:00-04:00,CBRS,regular,208.75,209.54,208.75,208.86,,,,,,,,219.97,216.69,,,217.83,208.75,false,false,,false,false,2.06,0.0,0.11,1.59,,,,QuantData stock-price-over-time
2026-08-19T09:40:00-04:00,CBRS,regular,208.86,208.86,208.22,208.5,,,,,,,,219.97,216.69,,,217.83,208.22,false,true,,false,true,1.930909,0.0,-0.36,-0.47,,,,QuantData stock-price-over-time
